dc,hf_month,hf_week,delivery_date,source,destination,sku,sku_category,randomized_delivery_quantity
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-89339,C_04,26
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-61777,C_06,14
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-36679,C_08,42
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-16820,C_08,24
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-82673,C_05,17
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-74177,C_05,27
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-83548,C_08,6
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-65658,C_05,12
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-60134,C_05,124
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-40364,C_05,31
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-98349,C_08,18
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-91373,C_06,30
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-59386,C_06,211
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-24999,C_04,36
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-65940,C_05,48
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-16422,C_08,156
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-33050,C_06,13
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-27044,C_06,10
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-38523,C_06,98
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-66801,C_06,10
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-84854,C_05,105
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-23507,C_06,56
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-26372,C_05,40
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-92940,C_05,100
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-33748,C_05,46
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-67445,C_05,90
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-89636,C_03,25
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-43674,C_05,6
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-28247,C_08,48
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-72365,C_05,82
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-72438,C_08,29
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-85039,C_05,17
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-77636,C_06,50
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-35165,C_05,184
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-42490,C_05,168
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-90173,C_05,760
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-14226,C_04,213
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-33050,C_06,2
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-13478,C_05,17
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-29227,C_08,59
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-43520,C_05,86
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-50608,C_08,42
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-35198,C_05,284
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-25936,C_06,2
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-26302,C_05,10
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-89840,C_05,323
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-37458,C_05,121
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-16556,C_06,10
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-34054,C_08,84
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-99873,C_05,122
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-25727,C_04,198
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-68143,C_04,50
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-77990,C_05,44
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-41243,C_05,84
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-72272,C_05,24
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-41649,C_05,14
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-52540,C_04,25
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-89751,C_08,62
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-83548,C_08,22
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-24594,C_05,209
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-63266,C_08,18
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-74774,C_08,16
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-15604,C_06,102
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-55117,C_08,7
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-20237,C_05,23
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-67554,C_05,464
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-82090,C_05,329
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-17097,C_06,361
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-72272,C_05,144
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-44781,C_06,8
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-92240,C_01,38
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-14529,C_04,4
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-26856,C_01,28
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-78026,C_05,207
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-26039,C_08,10
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-95673,C_08,28
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-12097,C_08,376
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-32169,C_05,135
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-43974,C_08,134
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-60811,C_04,78
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-35680,C_05,72
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-37490,C_08,34
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-11598,C_06,28
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-58523,C_06,193
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-24594,C_05,24
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-43032,C_08,1
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-15604,C_06,359
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-62303,C_05,50
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-78026,C_05,83
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-95935,C_04,21
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-67554,C_05,503
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-26302,C_05,144
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-77491,C_04,43
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-25308,C_08,46
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-56415,C_08,40
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-57213,C_06,47
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-43665,C_08,146
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-27494,C_06,58
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-18919,C_06,68
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-24999,C_04,116
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-23507,C_06,90
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-67445,C_05,14
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-81367,C_08,283
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-66444,C_08,78
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-17772,C_06,410
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-31574,C_05,203
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-50557,C_05,122
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-12097,C_08,25
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-52540,C_04,4
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-82701,C_01,2
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-33733,C_05,1033
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-63543,C_08,60
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-43032,C_08,84
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-14940,C_08,35
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-79675,C_05,477
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-66986,C_06,242
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-33050,C_06,28
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-36679,C_08,5
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-71613,C_04,432
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-89339,C_04,14
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-26039,C_08,293
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-86300,C_06,428
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-39708,C_06,92
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-92757,C_08,16
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-16556,C_06,65
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-13438,C_06,211
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-38523,C_06,95
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-19485,C_05,10
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-58861,C_04,14
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-66149,C_06,79
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-30275,C_06,25
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-53587,C_05,898
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-30275,C_06,40
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-36842,C_08,4
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-29418,C_08,174
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-91944,C_06,65
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-92203,C_05,10
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-72438,C_08,497
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-25727,C_04,280
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-55511,C_06,104
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-78026,C_05,1110
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-38044,C_05,481
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-88356,C_05,279
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-44794,C_08,55
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-39708,C_06,280
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-72979,C_05,27
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-83997,C_08,902
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-84854,C_05,128
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-12115,C_06,48
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-95673,C_08,76
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-57561,C_05,8
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-86488,C_05,50
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-61777,C_06,17
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-21541,C_01,13
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-81367,C_08,105
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-92757,C_08,159
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-55650,C_08,26
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-44781,C_06,92
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-35173,C_06,1
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-29856,C_08,37
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-38044,C_05,95
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-26660,C_05,45
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-90508,C_05,2
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-18392,C_04,101
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-91615,C_05,139
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-99417,C_06,224
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-74177,C_05,96
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-24594,C_05,341
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-79884,C_04,22
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-72365,C_05,386
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-26372,C_05,39
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-33050,C_06,6
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-83606,C_06,30
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-89751,C_08,29
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-73165,C_05,25
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-27295,C_01,258
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-51811,C_06,43
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-39910,C_05,60
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-89150,C_08,261
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-92757,C_08,44
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-60848,C_08,25
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-50429,C_08,54
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-86488,C_05,6
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-95281,C_08,14
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-98656,C_05,44
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-83606,C_06,185
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-73136,C_05,85
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-11141,C_08,40
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-72979,C_05,136
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-26039,C_08,163
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-72466,C_05,72
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-70225,C_05,216
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-94275,C_06,38
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-61365,C_04,24
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-19891,C_06,348
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-37900,C_05,335
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-80169,C_06,55
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-26372,C_05,17
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-36671,C_04,16
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-11141,C_08,10
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-57738,C_04,8
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-41243,C_05,658
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-55494,C_06,92
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-26372,C_05,17
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-96827,C_06,48
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-55511,C_06,286
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-91373,C_06,74
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-72365,C_05,366
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-62303,C_05,22
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-79675,C_05,208
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-92203,C_05,19
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-78026,C_05,470
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-45604,C_04,2
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-90301,C_05,6
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-40364,C_05,16
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-26660,C_05,156
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-26660,C_05,80
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-63543,C_08,155
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-77491,C_04,31
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-18080,C_05,82
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-79780,C_08,113
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-57738,C_04,47
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-12115,C_06,72
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-92951,C_03,367
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-92951,C_03,210
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-16078,C_08,22
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-36671,C_04,22
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-66444,C_08,60
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-26660,C_05,463
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-43665,C_08,88
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-61472,C_05,431
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-16078,C_08,58
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-27044,C_06,20
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-52168,C_06,88
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-26039,C_08,29
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-58361,C_08,195
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-61039,C_06,84
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-11907,C_05,42
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-16556,C_06,29
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-35984,C_08,52
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-72438,C_08,226
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-21488,C_08,275
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-93397,C_08,1
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-14226,C_04,25
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-87973,C_04,21
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-67027,C_08,25
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-53587,C_05,25
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-45604,C_04,14
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-61451,C_08,142
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-40364,C_05,33
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-38044,C_05,86
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-69448,C_06,111
